stamp,Albania,Algeria,American Samoa,Andorra,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Barbados,Belarus,Belgium,Bermuda,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Cabo Verde,Canada,Cayman Islands,Chile,"China, Hong Kong SAR","China, Macao SAR",Cook Islands,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czechia,Denmark,Egypt,El Salvador,Estonia,Falkland Islands (Malvinas),Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Guadeloupe,Guam,Guatemala,Guernsey,Guyana,Hungary,Iceland,Iran (Islamic Republic of),Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kuwait,Kyrgyzstan,Latvia,Lebanon,Libya,Liechtenstein,Lithuania,Luxembourg,Malawi,Malaysia,Maldives,Mali,Malta,Martinique,Mauritius,Mayotte,Mexico,Mongolia,Montenegro,Montserrat,Morocco,Netherlands,New Caledonia,New Zealand,Niue,Norfolk Island,North Macedonia,Norway,Oman,Pakistan,Palau,Panama,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Reunion,Romania,Russian Federation,Saint Helena ex. dep.,Saint Helena: Ascension,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Saint-Martin (French part),Samoa,San Marino,Sao Tome and Principe,Serbia,Seychelles,Singapore,Slovakia,Slovenia,South Africa,Spain,Sri Lanka,State of Palestine,Suriname,Sweden,Switzerland,Tajikistan,Thailand,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United States Virgin Islands,United States of America,Uruguay,Uzbekistan,Venezuela (Bolivarian Republic of)
Dec-00,3700,51625,131,47,,,,,,18984,6283,11862,,1516,,,,86,,,,,,6087,,24532,,21330,4940,355,,,3550,13414,,663,6880,5153,,12701,1022,,,,4428,65053,463,,3780,,,,8098,83,718,,,50,,8338,341,91414,4446,,11853,42894,4165,99225,,,19262,3606,7474,1675,5849,8464,39,2620,481,,44587,447,,393,582,1756,,,4035,,6,,16693,354,4617,2,,2393,4480,,,27,,,152447,27460,9646,5293,1006,101040,3137,1310,18133,98519,2,,,266,,238,,,22,,,119,3880,4079,1495,,33780,,,952,6466,6305,,,156,,,,28,,,54597,,336787,4009,39662,47238
Jan-01,4369,55930,150,70,,,,,,19916,6611,10716,,1283,,,9928,66,,,,,,5932,,26769,,21883,4535,322,,,3656,12514,,708,7574,5577,,11737,1099,,,,4805,64850,453,,3489,63906,44385,,8484,62,751,,,,,8462,351,96380,4797,,11848,44862,5581,99647,,,19604,3687,8962,1705,,,40,2736,452,,42973,430,,310,519,1668,,,3751,,0,,17344,319,4732,1,,2380,4959,,,21,,,143589,33171,10133,,1036,113719,3031,1272,18317,106570,3,,,311,,179,,,23,,,112,3654,4489,1547,,34118,30997,,912,7677,6304,,,,,14616,170377,22,29577,,57880,,335198,,41509,45151
Feb-01,3926,46091,150,53,,,,,,19016,5866,10674,,1231,,,8686,73,,,,,,5537,,25392,,19139,3734,256,,,3142,10538,,608,6798,4980,,10432,951,,,,4407,57456,415,,3590,55518,39165,,7497,86,527,,,,,7490,306,98764,4310,,10134,37837,3790,88001,,,17018,3043,7681,1510,,,34,2494,404,,38478,325,,303,446,1427,,,3781,,4,,15334,356,4241,2,,2100,4495,,,25,,,120248,28044,8582,,928,99727,3187,1163,16920,100761,3,,,209,,158,,,27,,,120,3222,3945,1297,,29821,28051,,770,7288,5690,,,,,11482,103466,28,30752,,50805,,303534,,39669,39045
Mar-01,4209,47938,142,58,,,,,,21343,6376,10238,,927,,,9843,65,,,,,,5889,,29189,,20811,3921,250,,,3352,11027,,648,7878,5603,,11012,1158,,,,4870,63962,432,,3657,60892,41097,,8475,91,570,,,,,8292,307,86517,4741,,10889,42692,3913,94653,,,19200,3414,8487,1773,,,26,2762,464,,43515,394,,336,518,1768,,,4011,,5,,16834,413,4834,2,,2249,4958,,,29,,,137466,32319,9545,,975,108947,2945,1246,18987,109879,5,,,222,,177,,,28,,,107,3410,4418,1478,,33340,29564,,785,8237,6200,,,,,12425,107900,20,31833,,56180,,338684,,42369,43033
Apr-01,4094,46425,139,76,,,,,,20040,6187,9357,,1070,,,9627,58,,,,,,5489,,28820,,19782,3626,243,,,3385,9530,,560,7948,5362,,11190,1027,,,,4842,62957,392,,3029,58822,37898,,7936,80,532,,,,,7882,349,88964,4683,,10114,41703,3475,93106,,,18829,3279,8158,1580,,,33,2667,456,,42486,416,,304,434,1699,,,4305,,2,,15679,367,4430,1,,2130,5009,,,25,,,141714,31611,9129,,994,96490,2840,1323,18089,103402,2,,,199,,160,,,20,,,137,3455,4441,1409,,32590,27316,,770,8217,6185,,,,,12624,102569,27,29204,,53725,,323613,,44461,41044
May-01,4450,50570,160,82,,,,,,20678,6409,8524,,950,,,10074,66,,,,,,5801,,29907,,20510,3714,261,,,3359,9894,,625,8207,5827,,11694,1176,,,,4800,67673,390,,3373,63234,43520,,8455,80,569,,,,,8047,336,95189,4892,,10696,47106,3922,99540,,,20646,3406,8540,1838,,,32,2872,506,,44588,419,,308,461,1781,,,4129,,6,,17537,416,4799,3,,2466,5018,,,27,,,145476,32312,10212,,989,93411,3321,1300,18707,115946,3,,,170,,149,,,38,,,144,3563,4522,1536,,35372,30258,,776,8437,6479,,,,,15672,110384,23,33253,,57861,,344017,,48694,41741
Jun-01,4678,52460,143,63,,,,,,19888,6127,8002,,1230,,,9503,62,,,,,,5662,,28576,,20243,3784,244,,,3185,9437,,692,7870,5559,,10526,1083,,,,4877,63176,427,,3247,61365,40481,,8458,79,538,,,,,7869,330,87499,4684,,10715,43419,3160,95160,,,18836,3413,8312,1737,,,34,2682,473,,42853,415,,336,410,1615,,,4321,,2,,17050,364,4285,3,,2210,4955,,,26,,,137699,30463,9055,,973,83460,2882,1230,18546,107628,4,,,174,,130,,,13,,,116,3354,4472,1396,,32625,30158,,698,7765,6108,,,,,15578,111715,25,28945,,55421,,331085,,43347,39935
Jul-01,5209,57651,140,52,,,,,,20573,6625,7751,,1232,,,10119,70,,,,,,6184,,29089,,20135,3892,252,,,3596,10454,,786,8088,5861,,11246,1048,,,,4813,68550,402,,3411,66373,43128,,9429,88,630,,,,,8824,371,94971,5173,,11944,47683,3493,101511,,,19129,3596,8056,1749,,,42,2841,505,,43847,393,,347,480,1729,,,4162,,1,,17942,404,4567,2,,2421,4919,,,22,,,140049,33018,9790,,1024,84590,3199,1291,20644,117069,2,,,212,,151,,,29,,,141,3357,4573,1553,,34680,30531,,720,8103,6632,,,,,15849,119749,22,35095,,57798,,351047,,42637,41281
Aug-01,5196,53880,133,65,,,,,,21222,6491,7709,,1078,,,10000,76,,,,,,5991,,28794,,20841,4127,273,,,3648,13074,,724,7889,5847,,11505,1096,,,,4862,66010,414,,3587,65577,45294,,9072,75,614,,,,,8487,398,95903,5099,,12595,45910,3861,102745,,,18976,3504,8687,1679,,,33,2579,451,,42223,441,,308,474,1625,,,4188,,2,,17726,372,4825,3,,2355,4852,,,32,,,142502,31584,9683,,998,87414,3015,1215,19065,119612,6,,,236,,160,,,28,,,111,3484,4464,1438,,34695,31358,,714,7928,6255,,,,,15111,120956,19,33222,,57351,,361802,,48003,44823
Sep-01,5098,51583,134,58,,,,,,20930,6513,7807,,1163,,,9313,67,,,,,,5889,,28240,,20633,4220,261,,,3646,12830,,747,7396,5429,,12295,1027,,,,4735,63452,439,,3320,63156,33427,,9023,84,713,,,,,8258,371,88104,5081,,12167,46176,3917,102619,,,18193,3352,8185,1556,,,36,2459,421,,44043,424,,328,532,1572,,,4326,,7,,17147,360,4689,3,,2349,4742,,,16,,,154278,31336,9528,,1039,91067,2761,1174,19215,102906,0,,,270,,213,,,24,,,102,3383,4344,1486,,34061,28931,,853,7526,6336,,,,,13803,109576,20,31095,,56540,,342564,,44463,47487
Oct-01,4744,50917,120,54,,,,,,20978,6372,8400,,1189,,,9866,78,,,,,,5752,,27636,,21374,4516,345,,,3432,13684,,769,7301,5462,,12787,1020,,,,4644,66765,508,,3086,61158,23227,,9279,69,754,,,,,7981,352,88346,4924,,12063,46465,4930,103308,,,17709,3678,7960,1567,,,35,2506,451,,45961,446,,349,561,1581,,,3860,,9,,17556,368,4979,1,,2317,4555,,,33,,,156048,29933,9549,,1103,89374,3232,1149,18178,116681,3,,,274,,232,,,29,,,131,3680,3955,1468,,36185,31747,,931,7427,5965,,,,,12642,103644,29,32989,,58206,,344074,,39782,49024
Nov-01,4017,51008,120,77,,,,,,19263,5801,9004,,1123,,,9172,71,,,,,,4858,,25811,,20495,4036,261,,,3209,12992,,689,6950,5095,,11703,971,,,,4313,63160,454,,3290,57174,23059,,8444,58,644,,,,,7621,349,91283,4773,,11726,41957,4544,94650,,,16292,3364,7458,1495,,,30,2286,418,,43157,454,,310,535,1452,,,3828,,4,,16345,315,4593,2,,2079,4153,,,25,,,147113,26961,8827,,984,85169,3230,1044,16986,105304,4,,,260,,168,,,31,,,125,3499,3743,1381,,34224,30275,,889,6497,5732,,,,,12281,92537,18,31498,,54570,,323746,,38043,48308
Dec-01,4225,53927,124,69,,,,,,19012,6080,12174,,992,,,9241,79,,,,,,5196,,25521,,20270,4114,273,,,3383,12744,,611,6816,4856,,12227,976,,,,4221,62934,388,,3206,57300,18436,,7730,85,661,,,,,7834,271,89622,4697,,11747,42030,3479,95722,,,17055,3606,7652,1537,,,26,2301,458,,41861,340,,320,538,1587,,,3787,,5,,16109,308,4825,0,,1954,4081,,,19,,,147911,27453,8741,,1075,83794,2805,1134,16714,102838,1,,,251,,232,,,25,,,94,3390,3770,1488,,33602,29397,,899,6364,5623,,,,,11836,70322,18,29015,,52786,,326569,,39973,48680
Jan-02,4142,52873,128,,,,,,88,20798,6594,9824,,957,429,,9658,,,,,,,5415,,26777,,21451,3868,251,,,3548,12311,,658,7432,5338,,10633,1100,,,,4503,63884,506,,,47613,,36,,75,623,,,,,8266,356,105446,5916,,12040,44329,4234,98407,,,17807,3798,9305,1684,,9661,34,2490,449,,39880,420,,317,489,1574,,,3622,,6,,17019,326,4585,2,,2181,4664,,,20,5585,,137327,30903,9378,4641,1019,97544,2985,1242,17874,,2,,,251,,195,,,24,,,132,3343,4218,1457,,33932,,,1017,7807,5973,,,208,1560,13349,155049,25,,,55829,,330674,,,29133
Feb-02,3561,46391,154,,,,,,110,19300,6110,10147,,931,316,,8904,,,,,,,5008,,24744,,18199,3474,212,,,3199,10637,,548,7184,4940,,9961,994,,,,4168,57216,396,,,54686,,26,,84,485,,,,,7370,316,99686,4401,,10319,38999,3341,88750,,,16559,3294,7821,1532,,8086,37,2311,422,,36640,378,,298,399,1542,,,3475,,3,,15448,406,4025,1,,1941,4415,,,22,4542,,118138,27414,8328,3983,844,87071,3054,1154,16141,,5,,,187,,165,,,20,,,97,3046,3807,1307,,31225,,,837,7483,5590,,,214,1365,11023,103439,15,,,50471,,303977,,,38225
Mar-02,3643,48335,135,,,,,,103,21035,6724,9635,,1008,284,,9755,,,,,,,5650,,27824,,19532,3752,249,,,3401,10044,,597,8166,5376,,10116,1162,,,,4607,62091,449,,,56307,,29,,94,487,,,,,8101,361,87180,4655,,11286,42384,3364,95563,,,18699,3494,8617,1792,,7855,34,2641,460,,42066,418,,287,419,1701,,,3508,,7,,16792,372,4506,0,,2193,4777,,,24,5037,,132144,31233,9299,4055,1037,95443,2912,1231,17829,,6,,,235,,173,,,26,,,105,3295,4462,1494,,33590,,,825,8448,6092,,,300,1362,11637,102163,14,,,54665,,331505,,,42681
Apr-02,3516,46338,157,,,,,,99,20147,6313,9527,,1168,240,,9080,,,,,,,5331,,27647,,18836,3600,242,,,3218,9337,,584,8145,5386,,10417,1115,,,,4600,61725,417,,,61366,,37,,59,549,,,,,7661,316,90683,5181,,10645,42626,3200,93832,,,19214,3513,8334,1597,,8172,34,2438,462,,40583,355,,318,435,1807,,,4079,,5,,15995,408,4317,3,,2126,4757,,,19,4935,,136088,29566,9055,4181,1001,86734,2806,1367,16941,,0,,,205,,147,,,26,,,130,3311,4365,1407,,34569,,,752,8799,6066,,,268,1331,12413,95968,14,,,54089,,324432,,,44061
May-02,3694,48775,154,,,,,,89,20726,6500,9322,,1165,357,,9435,,,,,,,5520,,28806,,19787,3722,242,,,3230,9839,,581,8417,5515,,10628,1143,,,,4795,64383,430,,,58086,,25,,70,535,,,,,7772,333,93463,5494,,10757,45699,3294,98589,,,20761,3567,8860,1702,,7825,37,2578,436,,42433,362,,294,423,1798,,,3912,,6,,16800,344,4575,1,,2298,4831,,,26,4836,,137946,29981,9788,4178,1042,83799,2896,1307,17291,,5,,,182,,139,,,23,,,167,3484,4407,1451,,35617,,,760,8745,6030,,,259,1278,14974,99492,10,,,57084,,339007,,,45904
Jun-02,3916,53046,143,,,,,,92,19615,6373,8317,,993,248,,8971,,,,,,,5472,,27266,,19433,3786,234,,,3140,9750,,628,7834,5344,,10767,1094,,,,4647,62181,381,,,56308,,29,,78,472,,,,,7832,341,88399,4572,,10932,42820,3315,93373,,,19749,3582,8572,1713,,8722,27,2396,423,,40279,376,,304,356,1578,,,3986,,2,,16116,337,4356,3,,2365,4663,,,24,4877,,126713,29043,9200,3993,986,74990,2730,1212,18155,,2,,,155,,135,,,16,,,126,3131,4155,1457,,32858,,,772,8088,5932,,,220,1186,15953,102621,9,,,53991,,327588,,,40228
Jul-02,3663,57296,141,,,,,,130,20829,6927,8236,,1056,278,,10063,,,,,,,5896,,29016,,20032,4000,279,,,3419,11106,,744,8122,5727,,10764,1134,,,,4947,67968,434,,,67563,,29,,84,554,,,,,8613,331,98285,5350,,12245,48423,3414,102331,,,20525,3815,8628,1873,,9804,33,2674,500,,41844,424,,310,444,1729,,,4034,,5,,18011,404,4644,4,,2595,5072,,,19,5053,,130754,32030,9932,4237,1021,80497,3076,1200,19828,,3,,,171,,137,,,30,,,137,3403,4539,1546,,35873,,,755,8317,6347,,,253,1310,15436,109740,15,,,58474,,357669,,,52062
Aug-02,3455,55098,130,,,,,,87,20635,6573,7701,,1295,268,,9794,,,,,,,5904,,28709,,20292,4268,269,,,3481,13637,,719,8073,5693,,11398,1092,,,,4986,65735,445,,,62166,,28,,80,596,,,,,8207,366,94294,5329,,12662,46391,3856,100775,,,19185,3642,8813,1762,,10298,48,2607,437,,40683,445,,321,449,1688,,,3928,,3,,17959,346,4553,4,,2555,4795,,,24,5558,,139219,31007,10040,4763,957,79276,2893,1176,18492,,4,,,210,,164,,,17,,,137,3443,4275,1502,,35328,,,804,8274,6351,,,198,1347,14664,108056,15,,,57364,,359417,,,47457
Sep-02,3870,50593,132,,,,,,109,20942,6944,7791,,1213,259,,9454,,,,,,,5905,,28893,,20615,4329,269,,,3659,14254,,748,7717,5595,,11742,1095,,,,4880,64203,456,,,62129,,38,,72,635,,,,,8670,369,90038,4914,,12325,48388,4339,99261,,,19031,3695,8386,1632,,10765,36,2537,448,,38367,479,,349,479,1629,,,3836,,4,,17586,344,4609,4,,2519,4613,,,17,5289,,157543,30828,10353,4721,1049,79017,2955,1198,18282,,5,,,200,,152,,,33,,,114,3504,4416,1646,,36835,,,914,8038,6285,,,214,1363,14014,99685,12,,,57962,,348814,,,43850
Oct-02,4101,52340,105,,,,,,112,21222,6671,8096,,1213,394,,9759,,,,,,,5684,,27841,,21065,4485,293,,,3482,13820,,774,7498,5455,,11768,1033,,,,4770,66644,492,,,65018,,26,,76,674,,,,,8461,342,93149,5641,,12453,49127,3836,97586,,,19166,3746,7963,1711,,10055,29,2413,433,,42529,466,,345,478,1636,,,3644,,0,,17831,371,4823,2,,2477,4579,,,19,5314,,160029,29279,9987,4876,1059,78702,3323,1243,17668,,3,,,225,,192,,,31,,,123,3669,4170,1507,,37038,,,923,8058,6210,,,197,1564,13566,96201,9,,,59004,,345814,,,44208
Nov-02,3833,53142,111,,,,,,102,19383,6244,9794,,1138,350,,8820,,,,,,,5229,,25820,,19597,4642,311,,,3100,12957,,683,6968,4953,,10175,1002,,,,4265,61411,435,,,54904,,34,,89,722,,,,,7699,321,96778,5034,,11687,42543,4011,90400,,,18077,3577,7703,1543,,10199,16,2170,414,,38861,454,,343,534,1541,,,4064,,9,,16011,267,4420,1,,2274,4143,,,21,5368,,147393,26253,9148,4583,1066,75550,3186,1196,16197,,3,,,250,,202,,,21,,,124,3592,3845,1288,,34912,,,900,6898,5738,,,168,1654,13376,89262,9,,,54487,,318573,,,41915
Dec-02,4121,52736,139,,,,,,107,19691,6426,12325,,1439,389,,9403,,,,,,,5485,,25459,,20142,4283,311,,,3217,13584,,619,7230,4827,,10994,1037,,,,4387,64189,408,,,73104,,34,,79,663,,,,,8152,297,90682,4034,,12184,43809,4127,94988,,,18393,3767,8010,1586,,9611,30,2286,461,,39872,426,,319,541,1576,,,3599,,4,,16515,299,4608,0,,2237,4125,,,24,5277,,143479,26228,9875,4660,1119,72913,2889,1263,15831,,1,,,258,,184,,,28,,,89,3539,4182,1439,,35911,,,929,6860,5758,,,163,1670,12606,67741,6,,,55357,,334256,,,16946
Jan-03,3358,,121,,,,,3139,91,20184,6570,10925,,,,,,,2917,,,,,5719,,26290,,21256,4244,296,,6137,3398,12582,,651,7538,5185,167631,9248,1051,,,,4692,63955,433,,3907,,,26,8089,76,613,,,,,8115,317,102478,4981,,12248,44841,4147,96324,,,20146,3905,9052,1644,7208,,23,2457,427,,38519,417,,305,465,1654,,,3517,,5,,17153,326,4722,,,2296,4644,,326803,21,5609,,142048,29759,9778,4489,1083,90761,2970,1250,16836,,3,,,,,170,,,29,,,111,6656,,1433,,36067,,,867,,,,,217,,13656,138653,19,33141,,57006,,329803,,,
Feb-03,3469,,124,,,,,2649,92,18771,6023,9526,,,,,,,2599,,,,,5188,,24908,,18083,3561,230,,5468,3079,10730,,571,6992,4753,144052,8853,945,,,,4230,58057,420,,3888,,,20,7945,72,531,,,,,7170,336,94243,4557,,11119,39824,3346,84712,,,18402,3227,7693,1578,4384,,29,2154,394,,35277,325,,320,421,1504,,,3473,,2,,15579,310,4313,,,1977,4226,,291909,27,4836,,118920,25917,8784,3886,944,83802,3233,1215,15788,,1,,,,,158,,,19,,,113,5538,,1336,,32965,,,700,,,,,226,,11913,89530,24,31953,,51636,,307248,,,
Mar-03,3895,,167,,,,,2986,96,20685,6485,8901,,,,,,,2906,,,,,5663,,28101,,20007,3860,245,,5658,3138,10565,,650,7999,5368,148056,9839,1120,,,,4907,62351,475,,4156,,,31,8226,87,564,,,,,7738,362,89612,5235,,11710,42477,3407,92321,,,20960,3505,8713,1839,5633,,26,2494,456,,39841,401,,284,416,1758,,,3677,,0,,16755,360,4574,,,2205,4717,,234736,27,5086,,127251,29553,9265,3911,1077,91950,2897,1299,17388,,6,,,,,135,,,21,,,119,6222,,1277,,36741,,,781,,,,,304,,12584,101029,12,32223,,56623,,336920,,,
Apr-03,3495,,162,,,,,2753,105,19794,6150,8970,,,,,,,2745,,,,,5318,,27856,,19100,3598,261,,5790,3056,9582,,538,7862,5337,136330,9257,1036,,,,4801,62670,437,,4269,,,33,7642,64,542,,,,,7528,316,94567,5123,,11076,41469,3197,91416,,,20342,3440,8760,1759,4969,,29,2482,440,,38509,396,,286,426,1670,,,3950,,3,,16585,367,4475,,,2207,4782,,233743,17,4740,,125769,29177,9081,4011,1029,86040,2763,1193,16669,,3,,,,,137,,,28,,,138,6148,,1419,,36846,,,691,,,,,263,,12805,92557,11,32259,,56791,,330106,,,
May-03,4127,,128,,,,,2982,97,20635,6426,8132,,,,,,,2968,,,,,5648,,29415,,19217,3628,242,,5982,3264,9648,,667,8279,5431,133088,9908,1098,,,,4633,65699,501,,4409,,,32,8518,76,536,,,,,7746,330,97264,5406,,11439,48110,3145,95863,,,22297,3613,9324,1841,5526,,34,2567,495,,40658,446,,325,414,1733,,,3657,,2,,16572,392,4668,,,2413,4998,,254346,22,5178,,135452,29562,9915,4011,1112,82170,3144,1313,18295,,0,,,,,135,,,31,,,146,6393,,1495,,38474,,,739,,,,,278,,15574,99524,14,34582,,58989,,346754,,,
Jun-03,4189,,154,,,,,2756,103,20477,6345,8125,,,,,,,3003,,,,,5682,,28215,,18778,3708,242,,5886,3229,9750,,674,8021,5363,146917,9894,1178,,,,4693,62144,436,,4688,,,30,8935,75,510,,,,,7980,340,93981,5201,,11718,45570,3099,91671,,,21695,3672,9051,1740,5293,,20,2502,469,,40290,392,,303,349,1675,,,4166,,1,,16325,358,4467,,,2346,4718,,302389,29,4963,,135004,29633,9226,3755,1065,73652,2929,1245,18636,,3,,,,,127,,,27,,,144,5898,,1492,,35982,,,683,,,,,240,,17109,104633,20,31716,,57645,,337425,,,
Jul-03,4503,,159,,,,,2913,121,21149,6924,9384,,,,,,,3168,,,,,6319,,30300,,19342,3822,266,,6093,3523,10780,,756,8849,6132,153811,9970,1255,,,,5136,67625,427,,4841,,,31,10003,77,530,,,,,8969,361,101793,5459,,12584,48878,3421,99235,,,22457,3694,8989,1977,6832,,36,2877,506,,41064,444,,364,441,1699,,,3961,,4,,17913,367,4636,,,2474,5179,,314553,27,4985,,135147,32937,9548,4175,1049,75886,3261,1212,20514,,5,,,,,139,,,24,,,152,6139,,1613,,37719,,,703,,,,,236,,16586,109217,20,39243,,62226,,364226,,,
Aug-03,4060,,121,,,,,3091,97,20850,6628,9457,,,,,,,3237,,,,,6017,,28997,,19305,4016,292,,6288,3512,11574,,687,8279,5877,153173,10862,1119,,,,5048,64025,449,,4469,,,40,9117,61,608,,,,,8260,388,92012,5163,,12913,45333,3593,97381,,,21659,3709,9475,1867,6754,,36,2575,418,,40523,461,,353,442,1584,,,3910,,3,,17572,367,4715,,,2396,4965,,349107,33,5202,,137992,30879,9310,4374,1065,75980,2973,1176,18902,,2,,,,,164,,,26,,,100,6148,,1438,,36687,,,812,,,,,221,,15497,109149,23,34948,,59642,,360103,,,
Sep-03,4114,,112,,,,,3064,122,21327,6661,10028,,,,,,,3248,,,,,5794,,29559,,20330,4154,275,,6704,3679,13182,,790,8015,5723,164265,11975,1180,,,,4798,63601,482,,4407,,,35,9488,76,652,,,,,8403,353,101779,5290,,12542,48715,4011,95173,,,20592,3734,9217,1732,6376,,33,2597,444,,42137,481,,316,509,1623,,,4007,,3,,17338,371,4830,,,2376,4881,,307986,25,5260,,156005,31586,10018,4703,1060,83128,2893,1169,18717,,3,,,,,200,,,26,,,130,6464,,1535,,38531,,,882,,,,,249,,14173,98751,20,35954,,60456,,359644,,,
Oct-03,4058,,120,,,,,3540,126,21724,6593,10349,,,,,,,3066,,,,,5679,,28828,,20422,4543,311,,6750,3502,13931,,728,7678,5619,143701,11776,1057,,,,4852,65109,524,,2708,,,32,9413,72,667,,,,,8060,386,98941,5310,,13068,47813,4197,95853,,,20218,3872,8816,1798,7075,,22,2513,404,,43183,543,,378,516,1412,,,3396,,5,,17087,298,4999,,,2178,4834,,370261,23,5475,,158420,29093,9727,4602,1104,86478,3266,1096,17817,,4,,,,,193,,,25,,,122,3384,,1490,,37848,,,962,,,,,182,,13437,94817,25,36855,,60822,,354048,,,
Nov-03,3787,,114,,,,,3061,93,18961,5928,9770,,,,,,,2701,,,,,5102,,26108,,18979,4110,290,,6142,3161,12997,,728,6816,5038,147555,10818,977,,,,4249,61905,476,,2597,,,30,8746,75,619,,,,,7143,331,93199,4784,,12326,41737,4025,89082,,,18875,3909,8099,1619,5138,,25,2296,424,,40562,455,,312,550,1334,,,3573,,7,,15864,282,4899,,,2021,4258,,346124,35,5448,,151437,25762,9024,4224,1133,81272,3146,1114,16616,,4,,,,,183,,,21,,,115,3150,,1351,,36019,,,904,,,,,177,,12784,89527,15,31978,,56350,,320094,,,
Dec-03,3957,,126,,,,,2859,101,19898,6211,9900,,,,,,,2676,,,,,5230,,26625,,19667,3718,262,,6040,3127,11474,,648,7357,4856,138839,12076,1020,,,,4591,64323,493,,1855,,,32,8298,84,675,,,,,7535,323,96086,5008,,12193,44736,3819,94579,,,20302,3702,8301,1757,6277,,34,2463,426,,39520,379,,356,481,1519,,,3457,,5,,15554,329,4836,,,2122,4256,,351333,26,4971,,145997,27214,8839,4662,1135,77388,2996,1145,16281,,3,,,,,182,,,23,,,108,6557,,1442,,36652,,,910,,,,,188,,11904,71376,10,33737,,57363,,343579,,,
Jan-04,3588,,143,69,,,,3179,103,20822,6780,11759,,694,,8844,9685,,2806,,,,,,,27002,,20652,3385,236,,5968,3315,11000,,669,7822,5255,164722,8951,1035,,,1109,4605,64039,,,,59633,,41,,78,,297,33762,,,7955,360,110050,5171,,12454,45564,3730,94171,,,22126,4011,9168,1660,6191,,31,2542,461,,38569,407,,336,,1550,,,,,5,,16229,325,4856,,,1901,4873,,,,,,142982,31146,9280,4161,1096,91613,2781,,,131089,3,,,,,152,,,19,,,96,5851,4794,1542,,37501,,,805,8400,6136,,,,1523,14367,141504,20,32280,,57789,,334000,,,
Feb-04,3174,,138,71,,,,2950,96,19550,6149,11031,,1319,,6726,8954,,2583,,,,,,,25688,,18347,3382,232,,5531,3036,9438,,610,7586,5111,143060,8799,1043,,,1244,4559,59222,,,,54918,,34,,68,,270,29077,,,7302,340,97065,4761,,10963,40672,3067,87080,,,20090,3635,8413,1528,4909,,23,2258,411,,36687,392,,303,,1509,,,,,2,,15180,317,4625,,,1721,4496,,,,,,122168,27155,8439,3805,1067,82138,3311,,,117973,3,,,,,123,,,27,,,99,5548,4225,1373,,34405,,,728,8117,5582,,,,1334,12489,94581,16,35312,,55112,,317000,,,
Mar-04,3221,,188,70,,,,3015,78,21527,6424,10897,,1375,,7692,9753,,2634,,,,,,,28893,,19204,3732,256,,5901,3167,9155,,678,8100,5383,145444,9401,1290,,,1727,5177,60985,,,,56717,,34,,73,,263,31074,,,7466,328,94836,5256,,11841,43817,3388,93251,,,22632,3770,9160,1810,6416,,28,2578,452,,40066,469,,306,,1752,,,,,4,,16215,357,4883,,,1808,4996,,,,,,138234,30538,9310,4198,1026,90849,2815,,18023,131348,2,,,,,133,,,20,,,141,6332,4550,1442,,36962,,,722,8977,5915,,,,1418,12486,100678,29,36119,,59405,,347000,,,
Apr-04,3073,,166,75,,,,2836,97,20656,6340,10803,,1008,,7588,9340,,2639,,,,,,,28363,,18459,3584,208,,5676,3101,8716,,602,8381,5281,137740,9893,1186,,,1828,4901,61116,,,,55671,,32,,67,,286,29812,,,7614,373,92471,5100,,11153,39849,3096,91581,,,22530,3682,9026,1709,5313,,41,2469,472,,38912,437,,258,,1731,,,,,1,,15801,358,4721,,,1935,4872,,,,,,132889,29536,8740,3900,1038,81196,3112,,17207,124951,3,,,,,144,,,33,,,131,5886,4632,1461,,36300,,,697,8912,5833,,,,1306,12062,100785,16,35994,,57668,,334000,,,
May-04,3645,,147,61,,,,3061,93,20179,6509,10701,,1215,,7298,8948,,2875,,,,,,,28712,,18734,3736,226,,5763,3062,8901,,617,8457,5301,142962,9997,1161,,,1834,4673,61453,,,,56581,,36,,77,,292,31913,,,7595,363,106896,5090,,11545,42472,3018,91952,,,24024,3980,9693,1763,4936,,32,2426,451,,39636,439,,302,,1709,,,,,9,,15751,338,4861,,,2035,4869,,,,,,136764,29682,8887,3866,1151,77835,3050,,17380,124861,0,,,,,128,,,25,,,139,5951,4495,1506,,37377,,,662,8790,6150,,,,1221,14566,102202,19,34194,,58622,,339000,,,
